Year,Month,Day,Time,Lat,Lon,Depth,Mag,Region,Timestamp
2005,04,09,21:28:41,40.067,27.652,12.4,2.8,"4 km S of Gönen, Turkey",1113082121
2005,04,04,05:25:31,40.42,26.26,27.0,3.4,"27 km NNW of Eceabat, Turkey",1112592331
2005,03,27,09:32:18,40.708,27.442,10.0,3.8,"16 km NW of Marmara, Turkey",1111915938
2005,03,23,14:42:08,41.088,27.693,13.7,2.7,"11 km SW of Çorlu, Turkey",1111588928
2005,03,23,13:55:06,40.637,30.177,8.7,3.0,"9 km SW of Sapanca, Turkey",1111586106
2005,03,17,06:59:27,40.23,27.49,38.0,3.1,"19 km NW of Gönen, Turkey",1111042767
2005,03,08,19:00:42,40.749,27.299,17.5,2.9,"20 km SW of Kumba?, Turkey",1110308442
2005,02,11,09:10:23,40.624,27.707,18.4,3.1,"13 km ENE of Marmara, Turkey",1108113023
2005,02,11,07:16:11,40.784,27.432,11.2,2.8,"11 km SSW of Kumba?, Turkey",1108106171
2005,02,05,07:35:22,40.658,29.095,22.7,2.7,"2 km WNW of Ç?narc?k, Turkey",1107588922
2005,01,16,09:57:53,40.608,27.717,20.9,3.6,"13 km E of Marmara, Turkey",1105869473
2005,01,06,20:10:34,40.77,30.877,6.6,3.0,"11 km ESE of Hendek, Turkey",1105042234
2004,12,20,13:31:56,40.663,27.484,17.4,3.8,"10 km NW of Marmara, Turkey",1103549516
2004,12,15,04:27:17,40.744,27.572,9.3,3.9,"17 km N of Marmara, Turkey",1103084837
2004,11,28,04:07:41,40.237,29.026,4.7,2.8,"5 km NNW of Bursa, Turkey",1101614861
2004,11,24,18:14:06,40.6,29.007,9.7,2.8,"3 km SSW of Kocadere, Turkey",1101320046
2004,10,23,22:52:28,40.775,27.563,5.8,2.7,"14 km SE of Kumba?, Turkey",1098571948
2004,10,22,19:10:12,40.969,30.227,10.0,2.9,"9 km SW of Kaynarca, Turkey",1098472212
2004,09,29,15:51:28,40.777,29.041,10.8,3.2,"11 km SSW of Adalan, Turkey",1096473088
2004,09,29,15:42:07,40.781,29.02,12.5,4.0,"12 km SSW of Adalan, Turkey",1096472527
2004,08,26,00:46:51,41.157,26.43,10.0,2.9,"3 km S of Meriç, Turkey",1093481211
2004,08,13,17:48:30,40.71,26.35,3.7,3.6,"22 km E of Enez, Turkey",1092419310
2004,08,13,15:13:38,40.638,26.927,0.0,3.9,"28 km S of Malkara, Turkey",1092410018
2004,06,24,00:55:48,40.348,26.33,7.0,2.9,"18 km N of Eceabat, Turkey",1088038548
2004,06,20,00:02:51,40.504,26.978,20.0,3.6,"28 km ENE of Gelibolu, Turkey",1087689771
2004,06,05,14:27:37,40.768,27.484,13.4,2.6,"12 km S of Kumba?, Turkey",1086445657
2004,05,31,23:37:02,40.932,27.418,28.0,2.5,"6 km NNW of Kumba?, Turkey",1086046622
2004,05,31,22:50:08,40.511,30.603,8.0,4.0,"15 km SSE of Karapürçek, Turkey",1086043808
2004,05,31,10:37:39,40.802,27.8,5.0,2.7,"22 km SW of Marmara Ere?lisi, Turkey",1085999859
2004,05,31,10:01:42,41.066,29.324,12.0,2.6,"10 km NE of Sancaktepe, Turkey",1085997702
2004,05,31,06:36:30,40.11,28.689,8.0,2.8,Western Turkey,1085985390
2004,05,31,00:36:04,40.725,30.006,10.0,2.6,"1 km E of Kullar, Turkey",1085963764
2004,05,30,22:22:45,40.815,27.788,5.0,2.7,"22 km SW of Marmara Ere?lisi, Turkey",1085955765
2004,05,30,20:46:22,40.417,27.621,16.0,2.8,"14 km W of Erdek, Turkey",1085949982
2004,05,30,08:18:40,40.295,27.356,2.0,2.7,"12 km NE of Biga, Turkey",1085905120
2004,05,28,13:01:20,40.282,27.859,10.0,3.1,"12 km SW of Band?rma, Turkey",1085749280
2004,05,27,15:37:48,40.793,27.457,7.0,2.7,"9 km S of Kumba?, Turkey",1085672268
2004,05,26,12:30:23,40.413,27.588,28.0,2.1,"17 km W of Erdek, Turkey",1085574623
2004,05,25,05:40:48,40.438,29.135,8.0,3.7,"2 km WNW of Gemlik, Turkey",1085463648
2004,05,25,02:43:43,40.768,27.385,17.0,2.8,"14 km SSW of Kumba?, Turkey",1085453023
2004,05,24,15:56:51,40.924,30.41,5.0,2.8,"5 km WNW of Sö?ütlü, Turkey",1085414211
2004,05,24,13:55:41,40.591,29.23,6.0,2.5,"3 km S of Kad?köy, Turkey",1085406941
2004,05,24,09:07:48,41.124,28.885,8.0,2.4,"2 km NE of Sultangazi, Turkey",1085389668
2004,05,24,00:31:32,40.477,28.702,5.0,2.4,"19 km NW of Mudanya, Turkey",1085358692
2004,05,24,00:28:11,40.378,28.625,10.0,2.7,"21 km W of Mudanya, Turkey",1085358491
2004,05,23,15:29:21,41.069,29.336,15.0,2.8,"11 km NE of Sancaktepe, Turkey",1085326161
