28.74	40.85	3.1	0.194
28.718	40.858	3.0	0.185
29.152	40.648	3.1	0.194
27.005	40.11	2.7	0.16
27.925	40.284	2.6	0.151
27.704	40.883	2.6	0.151
27.361	40.602	2.3	0.126
27.313	40.684	2.7	0.16
30.64	40.797	2.5	0.143
29.201	40.409	2.7	0.16
27.602	40.746	3.0	0.185
30.75	40.793	2.5	0.143
30.379	40.799	2.5	0.143
28.781	40.318	2.7	0.16
28.148	40.3	2.5	0.143
29.458	40.823	2.6	0.151
27.728	40.168	2.6	0.151
30.357	40.865	2.7	0.16
28.934	40.465	2.8	0.168
27.685	40.802	3.9	0.262
30.403	40.813	3.1	0.194
28.968	40.679	2.5	0.143
29.211	40.771	2.6	0.151
29.552	40.195	2.4	0.134
30.408	40.947	2.8	0.168
29.039	40.648	2.6	0.151
30.266	40.731	3.3	0.21
27.228	40.136	2.7	0.16
27.767	40.629	2.6	0.151
27.682	40.565	2.5	0.143
27.775	40.281	3.0	0.185
28.948	40.576	2.7	0.16
29.163	40.681	2.7	0.16
27.305	40.479	2.8	0.168
27.206	40.4	2.8	0.168
27.3	40.46	2.6	0.151
27.218	40.432	3.2	0.202
28.968	40.578	2.7	0.16
28.975	40.566	2.8	0.168
29.211	40.79	2.6	0.151
30.191	40.768	2.7	0.16
27.75	40.1	4.0	0.27
29.097	40.916	3.8	0.253
27.561	40.722	3.0	0.185
27.737	40.726	2.9	0.176
27.664	40.764	2.7	0.16
26.977	40.085	2.7	0.16
27.028	40.077	2.9	0.176
29.058	40.742	2.7	0.16
30.855	40.916	2.8	0.168
27.734	40.598	2.8	0.168
29.363	40.757	2.8	0.168
29.252	40.523	2.5	0.143
30.561	40.7	3.3	0.21
27.453	40.286	3.7	0.245
28.028	40.793	3.2	0.202
30.873	40.855	3.4	0.219
27.549	40.695	3.4	0.219
29.126	40.63	3.2	0.202
30.417	40.727	3.9	0.262
29.428	40.706	3.0	0.185
30.805	40.758	3.9	0.262
29.127	40.658	3.2	0.202
27.626	40.707	3.2	0.202
29.236	40.8	2.6	0.151
30.908	40.789	2.7	0.16
27.324	40.694	2.8	0.168
29.089	40.748	2.7	0.16
29.3	40.883	2.7	0.16
29.012	40.55	2.9	0.176
29.285	40.876	2.9	0.176
30.875	40.882	2.6	0.151
28.761	40.036	2.7	0.16
29.224	40.739	3.6	0.236
30.57	40.68	3.1	0.194
30.486	40.707	3.5	0.228
29.247	40.786	2.9	0.176
29.155	40.761	2.5	0.143
29.363	40.951	2.7	0.16
29.165	40.485	2.7	0.16
30.833	40.798	3.2	0.202
29.956	40.75	2.6	0.151
29.193	40.648	3.6	0.236
30.72	40.68	5.3	0.381
29.218	40.837	4.2	0.287
30.311	40.822	3.0	0.185
27.942	40.592	4.0	0.27
28.75	40.024	2.8	0.168
29.214	40.692	2.6	0.151
29.184	40.687	2.9	0.176
28.861	40.433	2.6	0.151
29.937	40.554	2.6	0.151
27.772	40.908	2.7	0.16
30.232	40.746	3.2	0.202
30.909	40.799	2.6	0.151
29.277	40.327	2.6	0.151
28.463	40.46	2.7	0.16
29.654	40.727	3.2	0.202
29.204	40.242	2.6	0.151
28.986	40.593	2.6	0.151
30.226	40.81	3.4	0.219
30.244	40.803	4.6	0.321
